CUST_ORG,BUS_CAT_CL,BUS_CAT_DS,OCCPNT_TYP,SRCDATA_ID,NAME,DESCRIPTN,ADDRESS,ALIAS_ADDR,ST_ADDRESS,POSTAL_CD,LOCALITY,CONT_PHONE,CONT_EMAIL,CONT_FAX,WEBSITE,IMAGE_URL,LATITUDE,LONGITUDE,KEYWORDS,DT_UPDATE,GEOCD_IND,FACEBOOK,PRODUCT_ID,TRSM_AREA,TWITTER,SHAPE,SEQ_ID,X,Y
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1453,Parkside Campground & RV Park,Campgrounds & RV Parks - Private;,"6301 Gold River Hwy, Campbell River, BC",6301 Gold River Hwy,6301 Gold River Hwy,V9H1P1,Campbell River,,,,www.parksidecampingrv.com,,50.0283549,-125.3414464,Accommodation,20181201072117,, ,4541174,Vancouver Island, ,,2687,1047185.4760000005,557157.4149999972
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1454,Whiskey Creek RV Campground,Campgrounds & RV Parks - Private;,"1268 Chatsworth Rd, Qualicum Beach, BC",1268 Chatsworth Rd,1268 Chatsworth Rd,V9K1V6,Qualicum Beach,,,,,,49.2979456,-124.5236649,Accommodation,20181201072117,,https://www.facebook.com/Whiskey-Creek-RV-Campground-226819447356372/,4540356,Vancouver Island, ,,2823,1107466.8800000015,476854.1029999973
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1455,Caron Creek RV Park  & Riverview B&B,Bed & Breakfasts; Campgrounds & RV Parks - Private;,"7545 Hwy 97S, Chetwynd, BC","7545 Hwy 97S, Chetwynd, BC",7545 Hwy 97S,V0C1J0,Chetwynd,,,,,,55.6199513,-121.8143463,Accommodation,20181201072117,, ,4540407,Northern British Columbia, ,,3717,1262889.1240000003,1188204.4209999917
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1456,Granisle Lions Beach Park,Campgrounds & RV Parks - Private;,"Hwy 118, Granisle, BC","Hwy 118, Granisle, BC",Hwy 118,V0J1W0,Granisle,,,,,,54.5070952,-126.3010304,Accommodation,20181201072115,, ,4540925,Northern British Columbia, ,,1483,980553.9399999996,1056251.2820000015
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1457,Caprice B&B,Bed & Breakfasts;,"1111 Gower Point Rd, Gibsons, BC",1111 Gower Point Rd,1111 Gower Point Rd,V0N1V3,Gibsons,,,,,,49.3864376,-123.5302091,Accommodation,20181201072118,,http://www.facebook.com/pages/Caprice-BB/178042632253596,4540358,Vancouver Coast and Mountains, ,,4343,1179417.0720000002,488697.24200000055
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1458,"Hampton Inn & Suites by Hilton, Downtown Vancouver",Hotels & Motels;,"111 Robson St, Vancouver, BC",111 Robson St,111 Robson St,V6B2A8,Vancouver,,,,,,49.277778999999995,-123.114212,Accommodation,20181201072116,,https://www.facebook.com/HamptonInnandSuitesDowntownVancouver,4540426,Vancouver Coast and Mountains,https://twitter.com/hamptondtvan,,1637,1210113.5730000006,477775.8110000007
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1459,Ramada Limited Downtown Vancouver,Hotels & Motels;,"435 Pender St W, Vancouver, BC",435 Pender St W,435 Pender St W,V6B1V2,Vancouver,,,,www.ramadadowntownvancouver.com,,49.2832823,-123.112543,Accommodation,20181201072117,,https://www.facebook.com/pages/Ramada-Limited-Downtown-Vancouver/160317594027306,4539809,Vancouver Coast and Mountains,https://twitter.com/#!/RamadaHotelVan,,3575,1210210.09,478391.756000001
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1460,Ocean Island Inn | Backpackers | Suites,Hostels;,"791 Pandora Ave, Victoria, BC",791 Pandora Ave,791 Pandora Ave,V8W1N9,Victoria,,,,,,48.427968,-123.364059,Accommodation,20181201072117,,http://www.facebook.com/OceanIslandInn,4540317,Vancouver Island,https://twitter.com/oceanislandinn,,2575,1195443.892000001,382768.41899999883
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1461,Kingfisher Oceanside Resort & Spa,Hotels & Motels; Resorts;,"4330 Island Hwy S, Courtenay, BC",4330 Island Hwy S,4330 Island Hwy S,V9N9R9,Courtenay,,,,www.kingfisherspa.com,,49.6324712,-124.9208404,Accommodation,20181201072115,,http://www.facebook.com/kingfisherspa,4540394,Vancouver Island,https://twitter.com/Kingfisherspa,,1469,1077991.1610000003,513508.8879999984
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1462,Fairmont Waterfront,Hotels & Motels;,"900 Canada Pl Way, Vancouver, BC",900 Canada Place Way,900 Canada Pl Way,V6C3L5,Vancouver,,,,www.fairmont.com/waterfront-vancouver,,49.287195999999994,-123.1140201,Accommodation,20181201072116,,http://www.facebook.com/fairmonthotelwaterfront,4540986,Vancouver Coast and Mountains,http://twitter.com/FairmontWF,,2115,1210084.8910000008,478821.8830000004
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1463,Delta Whistler Village Suites,Hotels & Motels;,"4308 Main St, Whistler, BC",4308 Main St,4308 Main St,V0N1B4,Whistler,,,,,,50.117104999999995,-122.956691,Accommodation,20181201072117,,https://www.facebook.com/DeltaWhistler,4540723,Vancouver Coast and Mountains, ,,2947,1217565.3010000011,571487.7259999998
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1464,Powder Springs Inn,Hotels & Motels;,"200 3rd St W, Revelstoke, BC","200 3rd St W, Revelstoke, BC",200 3rd St W,V0E2S0,Revelstoke,,,,powdersprings.ca,,50.9986854,-118.1976265,Accommodation,20181201072116,,https://www.facebook.com/powderspringsinn2013,4539663,Kootenay Rockies, ,,1759,1546039.1390000011,695058.7880000006
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1465,Humboldt House B&B,Bed & Breakfasts;,"867 Humboldt St, Victoria, BC",867 Humboldt St,867 Humboldt St,V8V2Z6,Victoria,,,,,,48.419866,-123.362959,Accommodation,20181201072116,,http://www.facebook.com/VictoriaBC,4540482,Vancouver Island,http://twitter.com/HumboldtHouse,,2739,1195558.896,381873.06099999975
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1466,Executive Hotel Le Soleil,Hotels & Motels;,"567 Hornby St, Vancouver, BC",567 Hornby St,567 Hornby St,V6C2E8,Vancouver,,,,www.hotellesoleil.com,,49.285520999999996,-123.117273,Accommodation,20181201072116,,https://www.facebook.com/ExecutiveHotelLeSoleil,4540417,Vancouver Coast and Mountains,https://twitter.com/hotellesoleilbc,,1887,1209855.8039999986,478626.2700000005
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1467,Hilton Vancouver Metrotown,Hotels & Motels;,"6083 McKay Ave, Burnaby, BC",6083 McKay Ave,6083 McKay Ave,V5H2W7,Burnaby,,,,www.hiltonvancouver.com,,49.228637,-123.003652,Accommodation,20181201072118,,https://www.facebook.com/HiltonVancouverMetro,4540299,Vancouver Coast and Mountains,https://twitter.com/hiltonvanmetro,,3781,1218389.7420000008,472654.9480000073
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1468,Sandman Hotel Victoria,Hotels & Motels;,"2852 Douglas St, Victoria, BC",2852 Douglas St,2852 Douglas St,V8T4M5,Victoria,,,,www.sandmanhotels.com,,48.440369,-123.368055,Accommodation,20181201072116,,http://www.facebook.com/sandmanhotelgroup,4540636,Vancouver Island,http://twitter.com/sandmanhotels,,1865,1195096.5940000007,384132.51700000186
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1469,Best Western Plus Barclay Hotel,Hotels & Motels;,"4277 Stamp Ave, Port Alberni, BC",4277 Stamp Ave,4277 Stamp Ave,V9Y7X8,Port Alberni,,,,www.bestwesternbarclay.com,,49.253217,-124.807391,Accommodation,20181201072116,,http://www.facebook.com/pages/Best-Western-Barclay-Hotel/117897874920796,4539860,Vancouver Island, ,,1807,1086899.5119999999,471495.4980000006
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1470,Best Western PLUS Sunrise Inn,Hotels & Motels;,"5506 Main St, Osoyoos, BC","5506 Main St, Osoyoos, BC",5506 Main St,V0H1V0,Osoyoos,,,,www.bestwesternosoyoos.com,,49.028065999999995,-119.442043,Accommodation,20181201072117,,http://www.facebook.com/bwplussunrise,4540367,Thompson Okanagan,https://twitter.com/BWOsoyoos,,2657,1479499.0219999999,467976.8269999968
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1471,Lizard Creek Lodge at Fernie Alpine Resort,Hotels & Motels;,"5346 Highline Dr, Fernie Alpine Resort, BC",301 Northstar Blvd,5346 Highline Dr,V0B1M6,Fernie Alpine Resort,,,,www.skircr.com,,49.4652235,-115.0857782,Accommodation,20181201072118,,https://www.facebook.com/Lizardcreeklodge,4540301,Kootenay Rockies,https://twitter.com/lizardcreek,,4057,1788538.072000001,555229.8679999961
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1472,Executive Airport Plaza,Hotels & Motels;,"7311 Westminster Hwy, Richmond, BC",7311 Westminster Hwy,7311 Westminster Hwy,V6X1A3,Richmond,,,,www.executivehotels.net,,49.1702,-123.14489499999999,Accommodation,20181201072117,,https://www.facebook.com/pages/Executive-Hotel-Airport-Plaza-Richmond/149243631767483,4541130,Vancouver Coast and Mountains, ,,3037,1208362.6980000015,465742.33999999426
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1473,Best Western Dorchester Hotel,Hotels & Motels;,"70 Church St, Nanaimo, BC",70 Church St,70 Church St,V9R5H4,Nanaimo,,,,www.dorchesternanaimo.com,,49.16804,-123.93671,Accommodation,20181201072116,,http://www.facebook.com/DorchesterNanaimo,4541035,Vancouver Island,http://twitter.com/bwdorchester,,2401,1150603.3320000002,463494.95300000254
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1474,Sandman Hotel Quesnel,Hotels & Motels;,"940 Chew Ave, Quesnel, BC",940 Chew Ave,940 Chew Ave,V2J6R8,Quesnel,,,,www.sandmanhotels.com,,52.963758,-122.441658,Accommodation,20181201072118,,http://www.facebook.com/sandmanhotelgroup,4540332,Cariboo Chilcotin Coast,http://twitter.com/sandmanhotels,,4069,1238420.1889999984,889976.0310000014
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1475,Arcona House on the Lake,Bed & Breakfasts;,"4751 Chilcotin Cres, 108 Mile Ranch, BC","4751 Chilcotin Cres, 108 Mile Ranch, BC",4751 Chilcotin Cres,V0K2Z0,108 Mile Ranch,,,,,,51.7478886,-121.3598034,Accommodation,20181201072117,, ,4540315,Cariboo Chilcotin Coast, ,,2561,1319696.4760000007,758886.9379999964
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1476,Vancouver Marriott Pinnacle Downtown,Hotels & Motels;,"1128 Hastings St W, Vancouver, BC",1128 Hastings St W,1128 Hastings St W,V6E4R5,Vancouver,,,,,,49.288238,-123.12069,Accommodation,20181201072118,,https://www.facebook.com/VancouverMarriottDowntown/,4540304,Vancouver Coast and Mountains,https://twitter.com/VanMarriott,,4341,1209594.9159999995,478917.7990000015
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1477,Bon Voyage Motor Inn,Hotels & Motels;,"4222 Hwy 16W, Prince George, BC",4222 Hwy 16W,4222 Hwy 16W,V2N5N7,Prince George,,,,,,53.8600031,-122.8036184,Accommodation,20181201072116,,https://www.facebook.com/bonvoyageinnpg/?rf=133871889965851,4540716,Northern British Columbia,https://twitter.com/bonvoyageinnpg,,2369,1209671.3010000016,988720.5870000003
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1478,Four Points by Sheraton Kamloops,Hotels & Motels;,"1175 Rogers Way, Kamloops, BC",1175 Rogers Way,1175 Rogers Way,V1S1R5,Kamloops,,,,,,50.651407,-120.368398,Accommodation,20181201072117,,https://www.facebook.com/Four-Points-by-Sheraton-Kamloops-129280637133419/?fref=ts,4540336,Thompson Okanagan, ,,2621,1397575.924000001,642092.2130000005
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1479,Fairmont Hotel Vancouver,Hotels & Motels;,"900 W Georgia St, Vancouver, BC",900 W Georgia St,900 W Georgia St,V6C2W6,Vancouver,,,,www.fairmont.com/hotelvancouver,,49.283896,-123.120207,Accommodation,20181201072117,,http://www.facebook.com/fairmonthotelvancouver,4539818,Vancouver Coast and Mountains,http://twitter.com/FairmontVan,,2955,1209649.6769999992,478437.1640000008
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1480,The Inn at the Ninth Hole,Bed & Breakfasts;,"5091 - 20th Ave SE, Salmon Arm, BC",5091 - 20th Ave SE,5091 - 20th Ave SE,V1E1X6,Salmon Arm,,,,www.ninthhol.com,,50.6853653,-119.22637,Accommodation,20181201072116,,http://www.facebook.com/pages/The-inn-at-the-ninth-hole/490939440950826,4540746,Thompson Okanagan, ,,1955,1477613.4870000007,652917.7070000004
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1481,Inn On The Creek,Hotels & Motels;,"10600 - 8th St, Dawson Creek, BC",10600 - 8th St,10600 - 8th St,V1G3R3,Dawson Creek,,,,,,55.7524773,-120.2243328,Accommodation,20181201072116,, ,4540316,Northern British Columbia, ,,1801,1361356.803,1209971.5580000011
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1482,Wells Gray Golf Resort & RV Park,Campgrounds & RV Parks - Private;,"6624 Clearwater Valley Rd, Clearwater, BC",6624 Clearwater Valley Rd,6624 Clearwater Valley Rd,V0E1N1,Clearwater,,,,,,51.8993795,-120.0357187,Accommodation,20181201072117,, ,4540729,Thompson Okanagan, ,,3177,1409309.376,782543.1070000036
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1483,Riverside Resort,Cabins & Cottages; Campgrounds & RV Parks - Private;,"8018 Mons Rd, Whistler, BC",8018 Mons Rd,8018 Mons Rd,V0N1B8,Whistler,,,,www.parkbridge.com,,50.133496,-122.95272,Accommodation,20181201072115,,https://www.facebook.com/riversidewhistler/,4540273,Vancouver Coast and Mountains, ,,1489,1217770.5429999996,573321.7090000007
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1484,Bell 2 Lodge,Cabins & Cottages; Campgrounds & RV Parks - Private;,"Bell 2 Crossing, Hwy 37N, Bell II, BC","Bell 2 Crossing, Hwy 37N, Bell II, BC","Bell 2 Crossing, Hwy 37N",V0J3S0,Bell II,,,,,,56.7439881,-129.7957764,Accommodation,20181201072118,,https://www.facebook.com/LastFrontierHeli,4540308,Northern British Columbia,https://twitter.com/LastFrontHeli,,3917,768296.004000001,1312083.3709999975
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1485,Steamboat Mountain Chalets,Cabins & Cottages;,"5011 Beaverfoot St, Spillimacheen, BC",5011 Beaverfoot St,5011 Beaverfoot St,V0A1P0,Spillimacheen,,,,www.steamboatchalets.com,,50.908013999999994,-116.366682,Accommodation,20181201072116,, ,4540346,Kootenay Rockies, ,,1651,1674829.1160000004,700826.2599999998
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1486,Hilton Vancouver Airport,Hotels & Motels;,"5911 Minoru Blvd, Richmond, BC",5911 Minoru Blvd,5911 Minoru Blvd,V6X4C7,Richmond,,,,,,49.171617999999995,-123.14015,Accommodation,20181201072117,,https://www.facebook.com/HiltonYVR,4540421,Vancouver Coast and Mountains,https://twitter.com/HiltonYVR,,3219,1208702.4330000011,465913.72399999946
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1487,Sandman Hotel - Vancouver Airport,Hotels & Motels;,"3233 St Edwards Dr, Richmond, BC",3233 St Edwards Dr,3233 St Edwards Dr,V6X3K4,Richmond,,,,www.sandmanhotels.com,,49.190531,-123.11234,Accommodation,20181201072117,,http://www.facebook.com/sandmanhotelgroup,4540390,Vancouver Coast and Mountains,http://twitter.com/sandmanhotels,,3207,1210645.1089999988,468095.5600000033
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1488,Inn on Long Lake,Hotels & Motels;,"4700 Island Hwy N (19A), Nanaimo, BC",4700 Island Hwy N (19A),4700 Island Hwy N (19A),V9T1W6,Nanaimo,,,,www.innonlonglake.com,,49.2114344,-124.0266184,Accommodation,20181201072118,,http://www.facebook.com/InnOnLongLake,4541011,Vancouver Island,http://twitter.com/innonlonglake,,4279,1143908.1170000015,468127.07699999865
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1489,Rowena's Inn on the River,Bed & Breakfasts; Cabins & Cottages;,"14282 Morris Valley Rd, Harrison Mills, BC",14282 Morris Valley Rd,14282 Morris Valley Rd,V0M1L0,Harrison Mills,,,,www.prettyestatesresort.com,,49.2507756,-121.9468689,Accommodation,20181201072117,,http://www.facebook.com/rowenasinnontheriver,4540566,Vancouver Coast and Mountains,http://twitter.com/RowenasInn,,3265,1295199.7520000006,478945.2579999985
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1490,Ocean Trails Resort,Cabins & Cottages;,"1135 Resort Dr, Parksville, BC",1-1135 Resort Dr,1135 Resort Dr,V9P2T6,Parksville,,,,,,49.3085768,-124.263626,Accommodation,20181201072116,,http://www.facebook.com/pages/Ocean-Trails-Resort/117715021579281,4541108,Vancouver Island, ,,2791,1126363.41,478464.5879999995
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1491,Best Western Austrian Chalet,Hotels & Motels;,"462 Island Hwy S, Campbell River, BC",462 Island Hwy S,462 Island Hwy S,V9W1A5,Campbell River,,,,http://www.bwcampbellriver.com,,49.984716,-125.224063,Accommodation,20181201072116,,https://www.facebook.com/bwcampbellriver,4541114,Vancouver Island,https://twitter.com/bwaustrian,,2169,1055648.907,552388.9630000005
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1492,Carmana Plaza,Hotels & Motels;,"1128 Alberni St, Vancouver, BC",1128 Alberni St,1128 Alberni St,V6E4R6,Vancouver,,,,www.carmanaplaza.com,,49.285771,-123.124398,Accommodation,20181201072117,, ,4540203,Vancouver Coast and Mountains, ,,3615,1209336.2789999987,478632.93100000266
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1493,Canyon Alpine Motel,Hotels & Motels;,"50530 Trans-Canada Hwy, Boston Bar, BC","50530 Trans-Canada Hwy, Boston Bar, BC",50530 Trans-Canada Hwy,V0K1C0,Boston Bar,,,,,,49.8819541,-121.4486865,Accommodation,20181201072118,, ,4539745,Vancouver Coast and Mountains, ,,4061,1326928.6099999999,551167.8920000019
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1494,Coast Victoria Hotel & Marina by APA,Hotels & Motels;,"146 Kingston St, Victoria, BC",146 Kingston St,146 Kingston St,V8V1V4,Victoria,,,,http://www.coastvictoriaharbourside.com/,,48.421858,-123.3797,Accommodation,20181201072118,,https://www.facebook.com/coasthotels/,4541013,Vancouver Island,https://twitter.com/coasthotels,,3865,1194309.7989999996,382047.847000001
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1495,The Burrard,Hotels & Motels;,"1100 Burrard St, Vancouver, BC",1100 Burrard St,1100 Burrard St,V6Z1Y7,Vancouver,,,,,,49.279548999999996,-123.128447,Accommodation,20181201072118,,http://www.facebook.com/theburrard,4539820,Vancouver Coast and Mountains,http://twitter.com/theburrard,,3369,1209069.7200000014,477930.1759999953
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1496,Glacier House Hotel & Resort,Hotels & Motels; Cabins & Cottages;,"1870 Glacier Lane, Revelstoke, BC","1870 Glacier Lane, Revelstoke, BC",1870 Glacier Lane,V0E2S0,Revelstoke,,,,,,51.0490026,-118.2170105,Accommodation,20181201072117,,https://www.facebook.com/glacierhousehotel,4540313,Kootenay Rockies,https://twitter.com/glacierhouse,,3325,1544073.2029999997,700479.392
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1497,Tete Jaune Lodge,Hotels & Motels; Cabins & Cottages; Campgrounds & RV Parks - Private;,"11957 L'Heureaux Rd, Tete Jaune Cache, BC","11957 L'Heureaux Rd, Tete Jaune Cache, BC",11957 L'Heureaux Rd,V0E2Z0,Tete Jaune Cache,,,,,,52.9767427,-119.4389498,Accommodation,20181201072116,,http://www.facebook.com/theoriginaltetejaunelodge,4539420,Thompson Okanagan, ,,2433,1439032.914000001,905790.7529999996
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1498,Days Inn & Conference Centre - Penticton,Hotels & Motels;,"152 Riverside Dr, Penticton, BC",152 Riverside Dr,152 Riverside Dr,V2A5Y4,Penticton,,,,,,49.498945,-119.612874,Accommodation,20181201072116,,https://www.facebook.com/DaysInnPenticton,4540548,Thompson Okanagan, ,,1953,1462328.5739999989,518942.1710000029
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1499,A Whispering Cedars B&B,Bed & Breakfasts;,"9792A Gray Rd S, Bridal Falls, BC",9792A Gray Rd S,9792A Gray Rd S,V0X1X1,Bridal Falls,,,,www.whispering-cedars.com,,49.179587,-121.761089,Accommodation,20181201072117,,http://www.facebook.com/whisperingcedars,4540123,Vancouver Coast and Mountains,http://twitter.com/awhispering,,3059,1309188.0669999998,471842.53200000245
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1500,Alexandria House B&B,Bed & Breakfasts;,"2462 Alexandria Way, West Kelowna, BC",2462 Alexandria Way,2462 Alexandria Way,V4T1T6,West Kelowna,,,,,,49.854338999999996,-119.61938,Accommodation,20181201072117,, ,4540179,Thompson Okanagan, ,,3697,1458302.3970000003,558251.7399999956
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1501,Sunshine Inn,Hotels & Motels;,"940 Hwy 16W, Burns Lake, BC","940 Hwy 16W, Burns Lake, BC",940 Hwy 16W,V0J1E0,Burns Lake,,,,www.sunshineinn.ca,,54.2426728,-125.7768917,Accommodation,20181201072117,,https://www.facebook.com/sunshineinnbc/,4540209,Northern British Columbia, ,,2887,1014505.4600000002,1026718.5079999985
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1502,Chinook Lodge,Vacation Rentals;,"2042 Maple Cres, Masset, BC",908 Ladner St,2042 Maple Cres,V0T1M0,Masset,,,,,,54.0131931,-132.1482719,Accommodation,20181201072116,,https://www.facebook.com/Chinook-Lodge-583210601697628/,4540171,Northern British Columbia, ,,2439,598548.0820000013,1018527.0830000052
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1503,Anchor Inn & Suites Campbell River,Hotels & Motels;,"261 Island Hwy, Campbell River, BC",261 Island Hwy,261 Island Hwy,V9W2B3,Campbell River,,,,,,50.0122468,-125.2341002,Accommodation,20181201072117,,https://www.facebook.com/261Islandhwy/,4540508,Vancouver Island, ,,2965,1054895.9549999996,555443.1619999995
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1504,Whitley House B&B,Bed & Breakfasts;,"478 Village Way, Qualicum Beach, BC",478 Village Way,478 Village Way,V9K1M1,Qualicum Beach,,,,www.whitleyhouse.com,,49.348805,-124.422524,Accommodation,20181201072116,,http://www.facebook.com/whitleyhouseqb,4540146,Vancouver Island,http://www.twitter.com/whitleyhouse,,1649,1114702.1250000007,482663.09800000116
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1505,Chilcotin's Waterfront Resort & Motel,Hotels & Motels; Cabins & Cottages; Campgrounds & RV Parks - Private;,"1874 Otter Rd, Nimpo Lake, BC","1874 Otter Rd, Nimpo Lake, BC",1874 Otter Rd,V0L1R0,Nimpo Lake,,,,www.nimpolakewaterfrontresort.com,,52.339959,-125.15075,Accommodation,20181201072117,, ,4540140,Cariboo Chilcotin Coast, ,,3627,1057759.6559999995,814755.8189999955
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1506,Magnolia Hotel & Spa,Hotels & Motels;,"623 Courtney St, Victoria, BC",623 Courtney St,623 Courtney St,V8W1B8,Victoria,,,,www.magnoliahotel.com,,48.423353,-123.366071,Accommodation,20181201072116,,http://www.facebook.com/MagnoliaHotelVictoria,4540416,Vancouver Island,https://twitter.com/MagnoliaHtl,,1729,1195313.8290000006,382251.1270000003
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1507,Esther's Inn,Hotels & Motels;,"1151 Commercial Cres, Prince George, BC",1151 Commercial Cres,1151 Commercial Cres,V2M6W6,Prince George,,,,www.esthersinn.com,,53.914311999999995,-122.783778,Accommodation,20181201072116,,http://www.facebook.com/EsthersInn,4539499,Northern British Columbia,http://www.twitter.com/esthersinn,,1821,1210696.5960000013,994834.3350000018
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1508,Big Creek Lodge,Resorts; Cabins & Cottages;,"7793 Witte Rd, Williams Lake, BC","7793 Witte Rd, Williams Lake, BC",7793 Witte Rd,V0L1K0,Williams Lake,,,,,,51.5523128,-123.0750275,Accommodation,20181201072117,,https://www.facebook.com/pages/Big-Creek-Lodge-Guest-Ranch/370680052960121,4540159,Cariboo Chilcotin Coast,https://twitter.com/BigCrkLodge,,2649,1202509.6389999997,730794.7810000004
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1509,REO Rafting Resort,Cabins & Cottages;,"61755 Nahatlatch Forest Service Rd, Boston Bar, BC",1611 Stoneridge Lane,61755 Nahatlatch Forest Service Rd,V0K1C0,Boston Bar,,,,www.reorafting.com,,49.9881539,-121.5408437,Accommodation,20181201072117,,https://www.facebook.com/reorafting,4540902,Vancouver Coast and Mountains,http://twitter.com/reorafting,,3203,1319574.141000001,562534.6389999976
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1510,Othello Tunnels Campground & RV Park,Campgrounds & RV Parks - Private;,"67851 Othello Rd, Hope, BC",67851 Othello Rd,67851 Othello Rd,V0X1L1,Hope,,,,,,49.3805987,-121.3535964,Accommodation,20181201072116,, ,4541178,Vancouver Coast and Mountains, ,,2435,1337405.0180000004,495994.99499999266
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1511,Riverfront Park,Campgrounds & RV Parks - Private;,"5th Ave, Midway, BC","5th Ave, Midway, BC",5th Ave,V0H1M0,Midway,,,,,,49.0060485,-118.7756823,Accommodation,20181201072118,, ,4540194,Thompson Okanagan, ,,3793,1528309.1230000006,470286.1599999992
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1512,Alder Bay Resort,Campgrounds & RV Parks - Private;,"1 Alder Bay Dr, Port McNeill, BC","1 Alder Bay Dr, Port McNeill, BC",1 Alder Bay Dr,V0N2R0,Port McNeill,,,,,,50.5592511,-126.9104576,Accommodation,20181201072116,, ,4539966,Vancouver Island, ,,2485,935526.1469999999,616426.2369999988
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1513,Shoreline Resort,Cabins & Cottages;,"3664 Hwy 97, Lac La Hache, BC",3664 Hwy 97,3664 Hwy 97,V0K1T1,Lac La Hache,,,,,,51.8459355,-121.601888,Accommodation,20181201072116,, ,4541142,Cariboo Chilcotin Coast, ,,2515,1302361.1,768728.9729999928
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1514,The White Horse B&B,Bed & Breakfasts;,"3800 Hwy 3E, Osoyoos, BC",3800 Hwy 3E,3800 Hwy 3E,V0H1V6,Osoyoos,,,,,,49.0926422,-119.5574469,Accommodation,20181201072118,, ,4540177,Thompson Okanagan, ,,3911,1470432.649,474345.2870000014
